Customer ID,Order Date,Ship Date,Ship Mode,Product ID,Category,Sub-Category,Product Name,Price
HE-15362,11/16/2015,11/18/2015,Second Class,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",4096
CG-13083,9/1/2015,9/8/2015,Standard Class,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,1956
DV-13608,9/1/2015,9/8/2015,Standard Class,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",4985
CM-13218,9/1/2015,9/8/2015,Standard Class,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,3097
AS-10803,9/1/2015,9/8/2015,Standard Class,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,2373
HE-15363,5/5/2016,5/8/2016,First Class,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,2624
CG-13084,5/5/2016,5/8/2016,First Class,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,2500
DV-13609,12/31/2016,1/5/2017,Standard Class,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,4204
CM-13219,9/18/2017,9/20/2017,First Class,OFF-AR-10000122,Office Supplies,Art,Newell 314,2458
AS-10804,9/18/2017,9/20/2017,First Class,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,4878
HE-15364,9/25/2014,9/30/2014,Standard Class,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,2371
CG-13085,9/25/2014,9/30/2014,Standard Class,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,4934
DV-13610,9/25/2014,9/30/2014,Standard Class,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2077
CM-13220,9/25/2014,9/30/2014,Standard Class,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2524
AS-10805,4/23/2016,4/26/2016,First Class,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,4464
HE-15365,4/23/2016,4/26/2016,First Class,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,3533
CG-13086,4/23/2016,4/26/2016,First Class,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,4186
DV-13611,11/1/2014,11/5/2014,Standard Class,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",2850
CM-13221,11/1/2014,11/5/2014,Standard Class,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,2897
AS-10806,1/26/2017,1/31/2017,Second Class,OFF-AR-10001547,Office Supplies,Art,Newell 311,1421
HE-15366,1/26/2017,1/31/2017,Second Class,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,4513
CG-13087,11/11/2017,11/16/2017,Standard Class,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,3918
DV-13612,11/11/2017,11/16/2017,Standard Class,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,2676
CM-13222,11/11/2017,11/16/2017,Standard Class,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,4372
AS-10807,6/9/2016,6/12/2016,First Class,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,2243
HE-15367,9/3/2015,9/8/2015,Second Class,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,2972
CG-13088,3/14/2014,3/19/2014,Standard Class,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,4158
DV-13613,8/31/2017,9/4/2017,Second Class,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,3905
CM-13223,3/23/2017,3/27/2017,Standard Class,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,2017
AS-10808,5/18/2017,5/22/2017,Standard Class,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,2369
HE-15368,12/27/2016,12/31/2016,Standard Class,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",2261
CG-13089,11/17/2017,11/20/2017,First Class,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,4083
DV-13614,9/10/2017,9/15/2017,Standard Class,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2543
CM-13224,4/8/2017,4/15/2017,Standard Class,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",2911
AS-10809,4/8/2017,4/15/2017,Standard Class,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4328
HE-15369,11/28/2016,12/3/2016,Standard Class,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,4656
CG-13090,6/2/2016,6/5/2016,First Class,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,2976
DV-13615,12/17/2017,12/22/2017,Standard Class,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",3543
CM-13225,3/19/2016,3/21/2016,Second Class,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",2142
AS-10810,3/19/2016,3/21/2016,Second Class,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",4943
HE-15370,8/20/2017,8/20/2017,Same Day,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",2595
CG-13091,7/25/2017,7/31/2017,Standard Class,OFF-LA-10003663,Office Supplies,Labels,Avery 498,1063
DV-13616,8/26/2016,8/29/2016,First Class,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,3857
CM-13226,8/15/2016,8/17/2016,Second Class,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1794
AS-10811,5/19/2017,5/23/2017,Standard Class,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,2409
HE-15371,5/19/2017,5/23/2017,Standard Class,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,3864
CG-13092,5/19/2017,5/23/2017,Standard Class,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4443
DV-13617,5/19/2017,5/23/2017,Standard Class,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,3685
CM-13227,8/12/2017,8/17/2017,Standard Class,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,2937
AS-10812,8/13/2017,8/13/2017,Same Day,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,3626
HE-15372,8/13/2017,8/13/2017,Same Day,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,4766
CG-13093,8/13/2017,8/13/2017,Same Day,OFF-AR-10000588,Office Supplies,Art,Newell 345,3202
DV-13618,8/13/2017,8/13/2017,Same Day,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,2773
CM-13228,11/10/2016,11/12/2016,Second Class,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,4541
AS-10813,11/10/2016,11/12/2016,Second Class,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,3503
HE-15373,6/12/2017,6/19/2017,Standard Class,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,2135
CG-13094,3/22/2014,3/26/2014,Standard Class,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,1433
DV-13619,3/22/2014,3/26/2014,Standard Class,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,2759
CM-13229,6/15/2017,6/20/2017,Standard Class,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",2853
AS-10814,11/16/2017,11/22/2017,Standard Class,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,2861
HE-15374,12/29/2017,12/31/2017,First Class,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,1529
CG-13095,1/21/2016,1/23/2016,Second Class,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,3679
DV-13620,1/21/2016,1/23/2016,Second Class,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,4360
CM-13230,1/15/2016,1/19/2016,Standard Class,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,2876
AS-10815,1/15/2016,1/19/2016,Standard Class,OFF-AR-10001573,Office Supplies,Art,American Pencil,1523
HE-15375,1/15/2016,1/19/2016,Standard Class,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,1069
CG-13096,9/19/2016,9/23/2016,Second Class,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,1149
DV-13621,9/19/2016,9/23/2016,Second Class,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,4092
CM-13231,2/21/2014,2/25/2014,Standard Class,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3081
AS-10816,11/11/2016,11/16/2016,Second Class,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",4173
HE-15376,1/30/2016,2/3/2016,Standard Class,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,1508
CG-13097,10/18/2016,10/22/2016,Standard Class,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,2911
DV-13622,12/18/2017,12/19/2017,First Class,OFF-AR-10003811,Office Supplies,Art,Newell 327,2489
CM-13232,12/18/2017,12/19/2017,First Class,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,2585
AS-10817,12/18/2017,12/19/2017,First Class,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,1946
HE-15377,11/2/2017,11/6/2017,Standard Class,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",1118
CG-13098,4/29/2014,5/1/2014,Second Class,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",1646
DV-13623,4/29/2014,5/1/2014,Second Class,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,4078
CM-13233,10/23/2017,10/29/2017,Standard Class,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,1779
AS-10818,10/23/2017,10/29/2017,Standard Class,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),3258
HE-15378,10/23/2017,10/29/2017,Standard Class,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",4820
CG-13099,10/23/2017,10/29/2017,Standard Class,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,3459
DV-13624,3/30/2014,4/3/2014,Standard Class,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,3725
CM-13234,1/4/2016,1/9/2016,Standard Class,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,3442
AS-10819,4/26/2015,4/30/2015,Standard Class,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2639
HE-15379,9/12/2015,9/17/2015,Standard Class,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1181
CG-13100,9/12/2015,9/17/2015,Standard Class,OFF-LA-10001317,Office Supplies,Labels,Avery 520,4150
DV-13625,9/11/2017,9/15/2017,Standard Class,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,1450
CM-13235,6/12/2016,6/17/2016,Standard Class,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,4762
AS-10820,6/27/2016,7/1/2016,Standard Class,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",4576
HE-15380,6/27/2016,7/1/2016,Standard Class,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,2312
CG-13101,9/26/2014,9/30/2014,Standard Class,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",4451
DV-13626,11/3/2017,11/9/2017,Standard Class,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,3150
CM-13236,11/3/2017,11/9/2017,Standard Class,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,4458
AS-10821,11/3/2017,11/9/2017,Standard Class,OFF-LA-10001771,Office Supplies,Labels,Avery 513,2332
HE-15381,2/19/2017,2/23/2017,Standard Class,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,2881
CG-13102,11/5/2015,11/9/2015,Standard Class,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",1122
DV-13627,6/16/2014,6/21/2014,Standard Class,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,1281
CM-13237,6/16/2014,6/21/2014,Standard Class,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,4603
AS-10822,6/16/2014,6/21/2014,Standard Class,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,4736
HE-15382,10/12/2015,10/17/2015,Second Class,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,1097
CG-13103,10/12/2015,10/17/2015,Second Class,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2120
DV-13628,10/12/2015,10/17/2015,Second Class,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,4955
CM-13238,8/27/2017,8/30/2017,First Class,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",3949
AS-10823,11/23/2016,11/23/2016,Same Day,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,2413
HE-15383,11/23/2016,11/23/2016,Same Day,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,2439
CG-13104,11/23/2016,11/23/2016,Same Day,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",4158
DV-13629,1/30/2017,1/30/2017,Same Day,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,1556
CM-13239,11/30/2015,12/3/2015,Second Class,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3626
AS-10824,6/28/2014,7/4/2014,Standard Class,OFF-FA-10003495,Office Supplies,Fasteners,Staples,4976
HE-15384,9/2/2014,9/5/2014,First Class,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",1164
CG-13105,9/2/2014,9/5/2014,First Class,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",4961
DV-13630,7/10/2017,7/14/2017,Second Class,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",3394
CM-13240,6/4/2017,6/10/2017,Standard Class,OFF-AR-10002255,Office Supplies,Art,Newell 346,3999
AS-10825,10/19/2017,10/26/2017,Standard Class,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1023
HE-15385,11/18/2017,11/24/2017,Standard Class,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4921
CG-13106,8/8/2015,8/8/2015,Same Day,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",2327
DV-13631,8/8/2015,8/8/2015,Same Day,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,4772
CM-13241,8/8/2015,8/8/2015,Same Day,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,4491
AS-10826,12/6/2016,12/12/2016,Standard Class,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,3744
HE-15386,12/6/2016,12/12/2016,Standard Class,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1126
CG-13107,12/6/2016,12/12/2016,Standard Class,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,3306
DV-13632,12/6/2016,12/12/2016,Standard Class,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,1091
CM-13242,12/6/2016,12/12/2016,Standard Class,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,1715
AS-10827,12/6/2016,12/12/2016,Standard Class,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",3883
HE-15387,12/6/2016,12/12/2016,Standard Class,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,4256
CG-13108,3/25/2017,3/31/2017,Standard Class,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,4784
DV-13633,3/25/2017,3/31/2017,Standard Class,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1915
CM-13243,3/25/2017,3/31/2017,Standard Class,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1584
AS-10828,11/19/2017,11/24/2017,Standard Class,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",1333
HE-15388,11/19/2017,11/24/2017,Standard Class,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",3323
CG-13109,11/4/2016,11/5/2016,First Class,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,2355
DV-13634,12/14/2017,12/18/2017,Standard Class,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",1669
CM-13244,12/14/2017,12/18/2017,Standard Class,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",4638
AS-10829,12/14/2017,12/18/2017,Standard Class,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",3066
HE-15389,11/12/2017,11/12/2017,Same Day,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,4770
CG-13110,11/12/2017,11/12/2017,Same Day,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,4913
DV-13635,11/12/2017,11/12/2017,Same Day,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,1051
CM-13245,11/12/2017,11/12/2017,Same Day,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",4185
AS-10830,11/12/2017,11/12/2017,Same Day,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1395
HE-15390,11/12/2017,11/12/2017,Same Day,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2942
CG-13111,8/18/2016,8/24/2016,Standard Class,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,1163
DV-13636,6/27/2017,7/4/2017,Standard Class,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",1119
CM-13246,5/4/2017,5/9/2017,Standard Class,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,4735
AS-10831,12/24/2015,12/29/2015,Standard Class,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,2419
HE-15391,12/24/2015,12/29/2015,Standard Class,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",3133
CG-13112,4/26/2017,5/1/2017,Standard Class,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,1596
DV-13637,4/26/2017,5/1/2017,Standard Class,OFF-LA-10002034,Office Supplies,Labels,Avery 478,4565
CM-13247,12/16/2017,12/21/2017,Second Class,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",3149
AS-10832,12/16/2017,12/21/2017,Second Class,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",2507
HE-15392,12/16/2017,12/21/2017,Second Class,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,2639
CG-13113,12/16/2017,12/21/2017,Second Class,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3341
DV-13638,12/27/2014,12/31/2014,Standard Class,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,3366
CM-13248,12/27/2014,12/31/2014,Standard Class,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,1199
AS-10833,11/6/2017,11/9/2017,Second Class,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1745
HE-15393,11/6/2017,11/9/2017,Second Class,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,3671
CG-13114,11/6/2017,11/9/2017,Second Class,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3968
DV-13639,11/6/2017,11/9/2017,Second Class,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",2670
CM-13249,11/6/2017,11/9/2017,Second Class,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,3779
AS-10834,12/16/2017,12/20/2017,Standard Class,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,3677
HE-15394,5/7/2015,5/12/2015,Standard Class,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,2639
CG-13115,5/7/2015,5/12/2015,Standard Class,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,3810
DV-13640,12/4/2017,12/4/2017,Same Day,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",1075
CM-13250,10/3/2017,10/8/2017,Second Class,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,1832
AS-10835,1/13/2014,1/16/2014,Second Class,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,4636
HE-15395,6/12/2015,6/17/2015,Standard Class,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,3109
CG-13116,6/12/2015,6/17/2015,Standard Class,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",3926
DV-13641,7/12/2014,7/18/2014,Standard Class,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",2260
CM-13251,7/12/2014,7/18/2014,Standard Class,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1385
AS-10836,12/6/2014,12/11/2014,Second Class,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,3398
HE-15396,12/6/2014,12/11/2014,Second Class,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4792
CG-13117,5/25/2016,5/30/2016,Standard Class,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,4485
DV-13642,5/25/2016,5/30/2016,Standard Class,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",1157
CM-13252,5/25/2016,5/30/2016,Standard Class,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3784
AS-10837,2/21/2016,2/26/2016,Second Class,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,4511
HE-15397,2/21/2016,2/26/2016,Second Class,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",2295
CG-13118,2/21/2016,2/26/2016,Second Class,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,1684
DV-13643,2/21/2016,2/26/2016,Second Class,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,1358
CM-13253,10/2/2016,10/6/2016,Standard Class,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,4201
AS-10838,3/11/2017,3/17/2017,Standard Class,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,4625
HE-15398,9/9/2016,9/13/2016,Second Class,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,4961
CG-13119,7/14/2014,7/21/2014,Standard Class,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,2833
DV-13644,6/21/2014,6/25/2014,Standard Class,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,4715
CM-13254,6/21/2014,6/25/2014,Standard Class,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3262
AS-10839,6/21/2014,6/25/2014,Standard Class,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1334
HE-15399,6/21/2014,6/25/2014,Standard Class,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,3483
CG-13120,6/21/2014,6/25/2014,Standard Class,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,4224
DV-13645,6/21/2014,6/25/2014,Standard Class,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",3731
CM-13255,7/5/2015,7/10/2015,Standard Class,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,1585
AS-10840,12/16/2017,12/23/2017,Standard Class,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1573
HE-15400,9/8/2016,9/10/2016,First Class,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,3867
CG-13121,5/17/2014,5/21/2014,Standard Class,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,2791
DV-13646,10/13/2017,10/15/2017,First Class,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,3840
CM-13256,10/24/2014,10/29/2014,Standard Class,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,4956
AS-10841,12/5/2016,12/6/2016,First Class,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",1398
HE-15401,7/25/2016,7/29/2016,Standard Class,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,2833
CG-13122,4/17/2017,4/23/2017,Standard Class,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,2985
DV-13647,4/17/2017,4/23/2017,Standard Class,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,4540
